epoch,train_loss,val_loss,det_f1,p_f1,s_f1,score,lr
1,2.5843458621793562,0.0,0.0,0.0,0.0,0.0,0.0004877641290737884
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0004522542485937368
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0003969463130731183
4,0.0,0.0,0.0,0.0,0.0,0.0,0.00032725424859373687
5,0.0,0.0,0.0,0.0,0.0,0.0,0.00025
