epoch,train_loss,val_loss,det_f1,p_f1,s_f1,p_mae_sec,s_mae_sec,score,lr
1,5.659475626143482,5.1896663754004395,0.738225306363502,0.690624280119788,0.6908375491849353,0.07780557408642365,0.0896737924402678,0.7065623785560752,0.000496201938253052
2,4.986857515256273,5.766173068265738,0.738225306363502,0.7293810310817295,0.6936828336197389,0.07999780717783415,0.09044036086667061,0.7204297236883234,0.0004849231551964771
3,4.887808564163579,11.521940999939062,0.738225306363502,0.7117342336537719,0.6959068796006215,0.08237072711471384,0.0883097869848456,0.7152888065392985,0.0004665063509461097
4,4.776140036610762,8.610312392665328,0.738225306363502,0.7182684875032208,0.7026903437238015,0.07480987229157296,0.08733550253072866,0.7197280458635081,0.00044151111077974444
