epoch,train_loss,val_loss,det_f1,p_f1,s_f1,p_mae_sec,s_mae_sec,score,lr
1,2.4053473802407583,2.192155438007361,0.9712761051452665,0.6892917599519467,0.8478648820905036,0.07469104016478345,0.10225888897242255,0.8361442490625723,0.0004809698831278217
