epoch,train_loss,val_loss,det_f1,p_f1,s_f1,p_mae_sec,s_mae_sec,score,lr
1,2.9142893743475278,2.6248524806662963,0.7402837754472548,0.7586949133340886,0.8110420635168473,0.09539345975811009,0.10878060988758152,0.7700069174327302,0.0004809698831278217
2,2.541256815902392,2.560339185412081,0.7382434726972955,0.7892444834137075,0.8203032382853934,0.09106428677234053,0.10721457366700644,0.7825970647987989,0.0004267766952966369
3,2.4994247269272805,2.516310392540901,0.7388434636981578,0.806969142651513,0.8379963036135366,0.08501114827202541,0.10609171800137883,0.7946029699877357,0.00034567085809127253
4,2.4738152435302734,2.54476477311418,0.7382434726972955,0.770700998185118,0.8062589950087271,0.08090551181103063,0.10564375237372779,0.7717344886303802,0.00025000000000000006
5,2.4555580271482467,2.5032134019265597,0.7382434726972955,0.8153771701651442,0.8363111125066724,0.08083685733363702,0.10427461139897373,0.7966439184563706,0.0001543291419087276
6,2.442185731903712,2.493629632329818,0.738225306363502,0.816109239653513,0.8263592459884717,0.07858774968674617,0.10335193424327953,0.7935645973351623,7.322330470336315e-05
7,2.432039418800672,2.47293792221771,0.738225306363502,0.8254322701348864,0.8221520733090196,0.07783505154639801,0.10284611943637748,0.795269883269136,1.9030116872178323e-05
8,2.4256013444224993,2.4842429403786688,0.738225306363502,0.8133004486969959,0.825515368473028,0.07906101571063862,0.10338504672898209,0.7923470411778419,0.0
