epoch,train_loss,val_loss,det_f1,p_f1,s_f1,p_mae_sec,s_mae_sec,score,lr,ep_time_sec
1,2.771567333920797,2.4271599737565075,0.922935054670004,0.6406214942786629,0.7634217183547268,0.09311137378513991,0.1296514482081605,0.7756594224344645,0.0004809698831278217,1081.2
2,2.580230336491267,2.4138619174394846,0.9282967654376838,0.6499516774817065,0.7925466620502974,0.09518863114963806,0.1253852263701471,0.790265034989896,0.0004267766952966369,1084.1
3,2.5378202863931656,2.3676381934701825,0.9346331791143423,0.6534536560681454,0.7843981510795922,0.10083247289623967,0.12265297061673737,0.7908283287540266,0.00034567085809127253,1082.2
4,2.513935107644399,2.3660680272945775,0.9331960355258078,0.6646978397593656,0.8086640316205533,0.0940184301464625,0.12366465941973492,0.8021859689685756,0.00025000000000000006,1085.3
5,2.4972138456026713,2.332385657906616,0.9368431456528185,0.6437906709684476,0.7902268324689121,0.08798946742547196,0.12210778111657042,0.7902868830300593,0.0001543291419087276,1083.9
6,2.4841070666631064,2.35175575904257,0.9332434254888738,0.6698519403316758,0.813044576335396,0.093350335904462,0.12394191193602193,0.8053799807186485,7.322330470336315e-05,1084.9
7,2.475225569009781,2.343509329138108,0.9337149840800181,0.6658221573541155,0.8180250383239652,0.08794151708165171,0.12117006324667345,0.8058540599193663,1.9030116872178323e-05,1082.8
8,2.469661490225792,2.333027230083538,0.9344547563805106,0.6720811619913516,0.8070021056601402,0.0895137342242097,0.12086805826000073,0.804512674677334,0.0,1082.5
