epoch,train_loss,val_loss,det_f1,p_f1,s_f1,score,lr
1,6.079397587182787,6.059862173740926,0.9123010130246021,0.18827520407081524,0.4599579453289276,0.5201780541414484,0.0009619397662556434
2,6.013189288944668,6.172110936228613,0.8795931264859008,0.2061920587720833,0.464280365433578,0.5166885168971874,0.0008535533905932738
3,5.999236933729383,6.117070153384659,0.891367992850319,0.21047120418848167,0.46464827957955257,0.5221624922061178,0.0006913417161825451
4,5.991596112993029,6.074261425084374,0.9000220423843561,0.20583706606942886,0.44579847217169877,0.5172191935418279,0.0005000000000000001
5,5.978470885912578,6.068458312479715,0.9015146713986945,0.19414603219330068,0.45883307782487154,0.5181645938056222,0.0003086582838174552
6,5.96386312022739,6.095181332167193,0.8875457875457875,0.20035100035100034,0.4419728325280336,0.5099565401416072,0.0001464466094067263
7,5.958017486254374,6.118505980111254,0.8833454722019907,0.19763762919215355,0.45887940363111707,0.5132875016750871,3.8060233744356646e-05
